"","V1","V2"
"1",0.568476081143148,1662249600
"2",0.665191520770934,1662253200
"3",0.732973432185974,1662256800
"4",0.779977451173385,1662260400
"5",0.862662621318229,1662264000
"6",0.925238257741892,1662267600
"7",0.945343993591789,1662271200
"8",0.935384867342115,1662274800
"9",0.887383875233531,1662278400
"10",0.846552075944221,1662282000
"11",0.813993461930706,1662285600
"12",0.789151104064995,1662289200
"13",0.865167267366153,1662292800
"14",0.909545767118287,1662296400
"15",0.899701556755191,1662300000
"16",0.894243077239434,1662303600
"17",0.893514151253466,1662307200
"18",0.904381275785105,1662310800
"19",0.949747274747631,1662314400
"20",0.939378987081378,1662318000
"21",0.907196925972726,1662321600
"22",0.905841965143425,1662325200
"23",0.932712875528545,1662328800
"24",0.893599273973438,1662332400
"25",0.861257577444993,1662336000
"26",0.895989453607815,1662339600
"27",0.792309039193392,1662343200
"28",0.8276773767062,1662346800
"29",0.920372422248844,1662350400
"30",0.974602092784002,1662354000
"31",1.01955051559323,1662357600
"32",1.01029895342109,1662361200
"33",0.913437748564773,1662364800
"34",0.869338472238221,1662368400
"35",0.824950936339289,1662372000
"36",0.790865154151764,1662375600
"37",0.767699000815942,1662379200
"38",0.752874666264755,1662382800
"39",0.714008923562716,1662386400
"40",0.688665844974416,1662390000
"41",0.797582819079639,1662393600
"42",0.833177332578691,1662397200
"43",0.885959864992652,1662400800
"44",0.888338798728782,1662404400
"45",0.900395994211902,1662408000
"46",0.920672488025457,1662411600
"47",0.926540077545545,1662415200
"48",0.897659455918973,1662418800
"49",0.933880669765138,1662422400
"50",0.937830011314786,1662426000
"51",0.966019400011523,1662429600
"52",1.03660418880738,1662433200
"53",1.14388502781513,1662436800
"54",1.19862467511624,1662440400
"55",1.21537950651527,1662444000
"56",1.2382042846813,1662447600
"57",1.08275279036839,1662451200
"58",1.02620749870138,1662454800
"59",0.962538295989157,1662458400
"60",0.924373975789051,1662462000
"61",0.857402397830379,1662465600
"62",0.838392165565248,1662469200
"63",0.834645275205666,1662472800
"64",0.81357658077804,1662476400
"65",0.740458354336588,1662480000
"66",0.771369783981806,1662483600
"67",0.808302086967846,1662487200
"68",0.823165217575536,1662490800
"69",0.829022559550655,1662494400
"70",0.828531236014338,1662498000
"71",0.953206174981721,1662501600
"72",0.943371654706878,1662505200
"73",0.957298537232294,1662508800
"74",0.926257655215436,1662512400
"75",0.966971814270371,1662516000
"76",0.970706121907266,1662519600
"77",0.991003131852495,1662523200
"78",1.08094242697985,1662526800
"79",1.16815004491644,1662530400
"80",1.14387029017308,1662534000
"81",1.1215246127561,1662537600
"82",1.13153179051435,1662541200
"83",1.11169915882556,1662544800
"84",1.05137370885545,1662548400
"85",0.992824486894368,1662552000
"86",0.96035556432138,1662555600
"87",0.897430025899244,1662559200
"88",0.88855101607623,1662562800
"89",0.853326061129503,1662566400
"90",0.879109458825864,1662570000
"91",0.845396483077656,1662573600
"92",0.798311366150858,1662577200
"93",0.824535661522514,1662580800
"94",0.841350338669728,1662584400
"95",0.863677432301305,1662588000
"96",0.814370229585394,1662591600
"97",0.815349529310253,1662595200
"98",0.807339406611193,1662598800
"99",0.772119366554011,1662602400
"100",0.736891465761804,1662606000
"101",0.706185709123164,1662609600
"102",0.699742768159553,1662613200
"103",0.739449224808402,1662616800
"104",0.761290741102671,1662620400
"105",0.796520554928356,1662624000
"106",0.833120363779917,1662627600
"107",0.815405017230371,1662631200
"108",0.740088522543201,1662634800
"109",0.669489854725676,1662638400
"110",0.650451163402255,1662642000
"111",0.563931704028717,1662645600
"112",0.537198888384598,1662649200
"113",0.513575272870037,1662652800
"114",0.563565222081472,1662656400
"115",0.64234477256086,1662660000
"116",0.688080195936562,1662663600
"117",0.714033320450247,1662667200
"118",0.735589985403107,1662670800
"119",0.757757540029307,1662674400
"120",0.745449695702804,1662678000
"121",0.722455283387937,1662681600
"122",0.784780251512626,1662685200
"123",0.815236912112974,1662688800
"124",0.789627000044995,1662692400
"125",0.755653283047312,1662696000
"126",0.743091894529879,1662699600
"127",0.768064998457973,1662703200
"128",0.785673022144749,1662706800
"129",0.831451888062274,1662710400
"130",0.787815989546577,1662714000
"131",0.859846824864426,1662717600
"132",0.889369066600319,1662721200
