5,"plane",2.8088102837205,1.39652827565628,12.323157879881,-1627860.3058536,5728447.54671573,2276109.83289772,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520363615436547,"red",-1627352.05610829,5728936.41783697,2275248.75660336,-1627870.96418879,5728447.12924231,2276103.30480051,-1628365.36425204,5727947.44969423,2276966.41678698
10,"plane",3.9535684928574,1.96569642518086,24.4149358547734,-1627864.29028484,5728443.71424603,2276116.58331504,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769774,0.520363422765423,"red",-1627233.24940281,5729050.69687576,2275047.47423489,-1627877.52341559,5728443.19591664,2276108.47819911,-1628491.36856745,5727822.79413547,2277180.11421901
20,"plane",5.57793222545332,2.77332088277831,48.598540588965,-1627872.25912244,5728436.04933055,2276130.08410755,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520363037423047,"red",-1627048.82439967,5729228.09650726,2274735.02112184,-1627889.52623577,5728435.3729984,2276119.50822012,-1628690.52266529,5727625.81663411,2277517.86740118
50,"plane",8.80690495886497,4.37874165149674,121.149745069146,-1627896.16543637,5728413.05477541,2276170.58614811,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520361881394898,"red",-1626664.14197215,5729598.14160966,2274083.29048462,-1627921.99785846,5728412.04295171,2276154.76411648,-1629120.45041554,5727200.76316488,2278246.987402
100,"plane",12.4489585702898,6.1895286001853,242.069720287734,-1627936.00862997,5728374.73115449,2276238.08702993,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520359954677914,"red",-1626227.56137349,5730018.13786588,2273343.66039673,-1627971.82409218,5728373.32838004,2276216.15033581,-1629633.72340238,5726693.6094357,2279117.40322362
200,"plane",17.6014557289459,8.75125259812933,483.914549514989,-1628015.6925312,5728298.08630383,2276373.08597785,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520356101231182,"red",-1625623.03060755,5730599.82428386,2272319.46179512,-1628065.83503924,5728296.12239021,2276342.37408012,-1630393.32170015,5725943.55326896,2280405.5432034
500,"plane",27.8271944669159,13.8350997080384,1209.48807044737,-1628254.72434857,5728068.17087972,2276778.0491306,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520344540788877,"red",-1624489.46446036,5731691.12373668,2270398.93132065,-1628333.55314996,5728065.08343246,2276729.76712765,-1631996.32796817,5724362.24170197,2283123.8506442
1000,"plane",39.3536982814311,19.565178683043,2418.90739852858,-1628653.04443335,5727685.04225597,2277452.8754324,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520325273044674,"red",-1623325.82616254,5732812.75236492,2268427.3597564,-1628764.38816132,5727680.68134653,2277384.67835211,-1633946.80893709,5722440.16971588,2286431.26274841
2000,"plane",55.6574860839244,27.668947765408,4838.0026573251,-1629449.43613836,5726919.02399685,2278802.10709205,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769774,0.520286736279909,"red",-1621893.13904502,5734197.53097096,2265999.68052172,-1629606.84193332,5726912.85910348,2278705.69754318,-1636958.35253539,5719474.97053452,2291537.75958293
5000,"plane",88.0288584561157,43.7528627572056,12099.8898553847,-1631836.62505879,5724622.87966286,2282846.43709744,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520171115774766,"red",-1619703.57882537,5736334.91866795,2262288.0843052,-1632086.82580401,5724613.08083431,2282693.192258,-1643894.03895563,5712648.01294076,2303298.10547895
10000,"plane",124.554469722777,61.8863052559519,24216.0745513456,-1635808.66273846,5720802.33084285,2289575.7876859,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.519978380896813,"red",-1618196.99281362,5737863.43266059,2259730.37326151,-1636165.67920339,5720788.34972856,2289357.12128534,-1653311.79310535,5703366.80424066,2319267.91651605
1,"sphere",1.30245750767827,0.647576391002437,2.64974720819486,-1627857.11829913,5728450.6127061,2276104.43253341,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520363769573415,"red",-1627474.47684826,5728818.66092475,2275456.1686935,-1627865.14253063,5728450.29841938,2276099.51776122,-1628237.3572818,5728074.11270013,2276749.31451603
2,"sphere",1.80129107447932,0.895594280691671,5.06809890043178,-1627857.91518227,5728449.84622011,2276105.78259725,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520363731039201,"red",-1627440.31432861,5728851.52084167,2275398.29118886,-1627866.67255216,5728449.50321789,2276100.41878545,-1628272.89402265,5728038.94771829,2276809.58308645
5,"sphere",2.8088102837205,1.39652827565628,12.323157879881,-1627860.30582022,5728447.54676984,2276109.83276954,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520363615436547,"red",-1627352.05208993,5728936.41804708,2275248.75891589,-1627870.96426832,5728447.12931218,2276103.3045527,-1628365.36820362,5727947.44959232,2276966.41421809
10,"sphere",3.9535684928574,1.96569642518086,24.4149358547734,-1627864.29017861,5728443.7143785,2276116.58299271,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769774,0.520363422765423,"red",-1627233.2443493,5729050.69720193,2275047.47694268,-1627877.52318143,5728443.1960845,2276108.47787918,-1628491.37340848,5727822.79407422,2277180.11086656
20,"sphere",5.57793222545332,2.77332088277831,48.598540588965,-1627872.25875217,5728436.04969257,2276130.08319902,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520363037423047,"red",-1627048.81757368,5729228.09712187,2274735.02416722,-1627889.52567194,5728435.3734024,2276119.50734416,-1628690.52875069,5727625.81674347,2277517.86253873
50,"sphere",8.80690495886497,4.37874165149674,121.149745069146,-1627896.16332715,5728413.05640853,2276170.58189795,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520361881394898,"red",-1626664.13020386,5729598.14361916,2274083.29214944,-1627921.99573126,5728412.04463763,2276154.75974712,-1629120.45796538,5727200.76442161,2278246.97723691
100,"sphere",12.4489585702898,6.1895286001853,242.069720287734,-1627936.00073871,5728374.736013,2276238.0738272,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520359954677914,"red",-1626227.55340159,5730018.14271903,2273343.64723855,-1627971.81616044,5728373.3332412,2276216.13715521,-1629633.71559181,5726693.61429951,2279117.3899764
200,"sphere",17.6014557289459,8.75125259812933,483.914549514989,-1628015.66097623,5728298.10572389,2276373.03320067,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520356101231182,"red",-1625622.99892971,5730599.843661,2272319.40906609,-1628065.80344478,5728296.1418112,2276342.32132866,-1630393.29026831,5725943.57273162,2280405.49037851
500,"sphere",27.8271944669159,13.8350997080384,1209.48807044737,-1628254.5272713,5728068.29213986,2276777.7195727,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520344540788877,"red",-1624489.26707915,5731691.24453974,2270398.60168255,-1628333.35609825,5728065.20469367,2276729.43754886,-1631996.13119739,5724362.36341636,2283123.52117087
1000,"sphere",39.3536982814311,19.565178683043,2418.90739852858,-1628652.25700075,5727685.52672555,2277451.55875028,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520325273044674,"red",-1623325.03774178,5732813.23422216,2268426.04217336,-1628763.60073763,5727681.16581712,2277383.36166089,-1633946.02250717,5722440.65678229,2286429.94699207
2000,"sphere",55.6574860839244,27.668947765408,4838.0026573251,-1629446.2933002,5726920.95761598,2278796.85205259,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769774,0.520286736279909,"red",-1621889.99164409,5734199.44976096,2265994.4197446,-1629603.69908917,5726914.79272435,2278700.44250225,-1636955.21434239,5719476.91889688,2291532.51042214
5000,"sphere",88.0288584561157,43.7528627572056,12099.8898553847,-1631817.10988217,5724634.887106,2282813.80694946,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.520171115774766,"red",-1619684.02097178,5736346.7781564,2262255.39505541,-1632067.31061909,5724625.08827602,2282660.56210576,-1643874.56727227,5712660.16750287,2303265.53582844
10000,"sphere",124.554469722777,61.8863052559519,24216.0745513456,-1635731.43631168,5720849.85404548,2289446.66241297,"1351961100","-13404911.059","7197831.34","21410222.819","PG01",TRUE,0.593572555769775,0.519978380896813,"red",-1618119.52290458,5737910.1059797,2259600.90584654,-1636088.45277295,5720835.87290864,2289227.99599401,-1653234.81480382,5703415.17273489,2319139.14131246
